"Name","id","Last Updated","Phone","Website/Social Media","Neighborhood","Category","Latitude","Longitude","Address","Notes","Sub-Category","Zipcode","Created time","Status","Source","Hours","Pickup Offered","Delivery Offered","Delivery/Pickup Notes","MWBE","Instagram","Donate","Email","Outside Seating Offered","Type of Service","Special Accommodation Hours","Black Owned Business"
"Packard Cafe",1593,,"(718) 392-2323","http://packardcafe.com/location.html","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.751493,-73.940081,"41 -34th Street, Crescent St, Astoria","Pickup & Delivery 7183922323
","cafe,meal_delivery,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Hudson Food Market",1594,,"(718) 482-7403","https://hudsonfoodmarketlic.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.749948,-73.937493,"29th St, Long Island City","Pickup & Delivery 718-482-7402
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Melting Pot Cuisine",1595,,"(718) 606-2670","http://ordermeltingpotcuisine.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.761781,-73.942303,"3601 Vernon Blvd, Queens","Pickup & Delivery 718-606-2670
","meal_delivery,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Piatto",1596,,"(718) 361-2751","https://piattolic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74327,-73.959165,"1-50 50th Ave, Long Island City","Pickup & Delivery 718-361-2751
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Spice",1597,,"(718) 392-7888","http://www.spicethai.nyc/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744173,-73.95334,"4745 Vernon Blvd, Long Island City","Pickup & Delivery (718) 392-7888 Beer, Wine, and Cocktails also available for takeout
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Urban Market",1598,,"(718) 433-4995","http://www.keyfood.com/pd/stores/NY/Long-Island-City/Urban-Market-1780/F3AA127595","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743249,-73.957904,"50-01 2nd St, Long Island City","Pickup & Delivery 718-433-4995
","Supermarket,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Olives Organic Market",1599,,"(917) 745-0032","http://www.olivesorganicmarket.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.749178,-73.94052,"4237 27th St, Long Island City","Pickup & Delivery 917-745-0032
","Supermarket,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Zoe's Place",1600,,"(718) 361-7895",,"Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.757132,-73.944264,"38-70 10th St, Queens","Pickup & Delivery 7183617895
","bar","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Moge Tee LIC",1601,,"(518) 418-0137",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74982,-73.941654,"42-32 Crescent St, Queens","Pickup & Delivery 518-418-0137
","meal_delivery,cafe,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Mike's Pizza",1602,,"(718) 482-7572",,"Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.752141,-73.934353,"39-37 30th St, Long Island City","Pickup & Delivery 718-482-7572
","meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Tiger Sugar",1604,,,,"Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.752967,-73.937463,,"Pickup & Delivery (347) 732-4001
",,"11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sheng Ramen",1616,,,,"Woodside","Restaurants, Bars, Cafes & Bakeries",40.742868,-73.906145,,"Pickup & Delivery (718) 888-7990
",,"11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Hainan",1617,"2020-04-27T04:00:00.000Z",,,"Woodside","Restaurants, Bars, Cafes & Bakeries",40.742868,-73.906145,,"Pickup & Delivery (917) 563-7223
",,"11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Namaste Indian Cuisine",1644,,"(718) 626-2783",,"Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.76681,-73.920675,"31-15 30th Ave, Astoria","Delivery Only (718) 626-2783
","meal_takeaway,restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"T-Swirl Crepe",1645,,"(917) 832-6815","http://www.t-swirlcrepe.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764565,-73.916996,"36-16 30th Ave, Astoria","Delivery Only (917) 832-6815
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Benchflour Bakers",1646,,,"http://benchflournyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.766338,-73.908802,"43-18 25th Ave, Astoria","Delivery Only  Read more: <https://ediblequeens.ediblecommunities.com/eat/bench-flour-bakers>
","bakery,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Enoteca LIC",1647,,"(718) 489-8683","https://www.enotecalic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747686,-73.942617,"26-01 Jackson Ave, Queens","Delivery Only 718-489-0684 Free Delivery (through website)
","liquor_store,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Neuman's Kitchen",1648,,"(212) 228-2444","http://www.neumanskitchen.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.740242,-73.930377,"35-02 48th Ave, Long Island City","Delivery Only (212) 228-2444 Special delivery program bringning prepared food to residential buildings in Manhattan, LIC and the Hamptons
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sans Bakery",1649,,"(718) 707-9800","http://sansbakery-nyc.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742079,-73.935515,"The Falchi Building, 3100 47th Ave, Long Island City","Delivery Only 718-707-9800
","bakery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Manhattan Fruitier",1650,,,,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.740678,-73.949086,,"Delivery Only 212-686-0404
",,"11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"King Family Kitchen",1655,,,,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.740411,-73.927185,,"Pickup & Delivery (718) 539-5115
",,"11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Alewife Brewing Co",1660,,,,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746935,-73.925239,"41-11 39th St, Sunnyside","(Sunnyside 39th St location has not yet opened) TAKEOUT food & bev from LIC location only <https://www.instagram.com/p/B97gltRpVVJ/> Beer delivery online at [www.alewife.beer/shop][1] Staff fund <https://www.gofundme.com/f/emergency-help-for-our-employees-during-covid19>

  [1]: http://www.alewife.beer/shop
","food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Green Leafs Juice Bar",1665,,"(917) 396-4276","https://facebook.com/greenleafsjuicebarny/?ref=bookmarks","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744805,-73.915374,"41-51 49th St, Sunnyside","TAKE OUT & DELIVERY 9am-7pm
","cafe,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"SingleCut Beersmiths",1690,"2020-04-18T04:00:00.000Z","(718) 606-0788","http://singlecut.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.778374,-73.901804,"19-33 37th St, Astoria","Open Daily for Beer Delivery ORDER BY 4pm FOR SAME DAY DELIVERY IN WEST QUEENS ASTORIA SUNNYSIDE WOODSIDE & LIC <https://singlecut-online-beer-shop.square.site> Manhattan deliveries on Wednesdays (order by 4pm Tuesday / (6) 4pk minimum) Brooklyn deliveries on Tuesdays  (order by 4pm Monday) Deliveries to Eastern Queens Rockaways Long Beach on Sundays  (order by 4pm Saturday / (6) 4pk  minimum) If you live further EMAIL taproom@singlecut.com Drivers will do curbside or stoop drop-off but will not be entering buildings. We'll text you on the way.                                              #DrinkLoud #DrinkSafe �� �� �� �� ��Taproom hours Mon-Wed 5-8pm Thu-Fri 4-8pm Sat-Sun 11am-7pm
","food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Cooldown Juice",1693,"2020-05-19T04:00:00.000Z","(718) 803-2900","http://www.cooldownjuice.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746391,-73.915415,"4819 Skillman Ave, Sunnyside","Tue-Sun 9am-7pm takeout & delivery 718-803-2900 | 48-19 Skillman Ave | Menu & Updates <https://www.instagram.com/cooldownjuice/>
","restaurant,food,health","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Alewife Brewpub (LIC)",1701,,"(718) 937-7494","http://alewife.beer/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742165,-73.956093,"5-14 51st Ave, Long Island City","TAKEOUT food & bev info here <https://www.instagram.com/p/B97gltRpVVJ/>   Beer delivery online at [www.alewife.beer/shop][1]   Staff fund <https://www.gofundme.com/f/emergency-help-for-our-employees-during-covid19>

  [1]: http://www.alewife.beer/shop
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"51st Bakery & Cafe",1704,"2020-05-01T04:00:00.000Z","(718) 707-0554","http://51stbakeryandcafe.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7424302,-73.9552983,"5-33 51st Ave, Long Island City",,"bakery,cafe,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Lowery Bar & Kitchen",1705,"2020-05-07T04:00:00.000Z","(929) 208-0054","http://www.theloweryqueens.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7450436,-73.9209938,"43-02 43rd Ave, Sunnyside","3pm -9pm daily for pick up only. Call 929-208-0054. Beer wine cider & cocktails to go, burgers fishnchip and more, menu on Insta [www.instagram.com/p/B\_p8riQDITV/][1]

  [1]: http://www.instagram.com/p/B_p8riQDITV/
","bar,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Chuck E. Cheese",1707,"2020-05-04T04:00:00.000Z","(718) 728-1583","https://locations.chuckecheese.com/us/ny/long-island-city/3419-48th-st.","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.753016,-73.9144402,"3419 48th St, Queens","Sun-Thu 11am-8pm Fri-Sat 11am-9pm Call 718-728-1583 takeout & delivery <https://chuckecheese.alohaorderonline.com>
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Musicalisimo",1710,"2020-05-05T04:00:00.000Z","(718) 349-0819",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7420222,-73.9191055,"45-08 Greenpoint Ave, Queens","Mon-Fri 11am-7pm Sat 11-6 Sun 11-5  [www.instagram.com/musicalisimousa][1]

  [1]: http://www.instagram.com/musicalisimousa
","electronics_store","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Burger Garage",1711,"2020-05-04T04:00:00.000Z","(718) 392-0424",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7468515,-73.9424866,"25-36 Jackson Ave, Long Island City",,"restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Amy Laundromat",1715,"2020-05-05T04:00:00.000Z","(347) 506-8268",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744441,-73.9127213,"51-23 43rd Ave, Woodside","347-506-8268 |  51-23 43rd Ave, Woodside
","laundry","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Café 52",1716,"2020-05-05T04:00:00.000Z","(718) 424-0250","https://www.delivery.com/menu/cafe-52?utm_source=google&utm_medium=listing&utm_campaign=places","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7443474,-73.9125811,"5129 43rd Ave, Woodside","7am-10pm Call 718-424-0250 | 5129 43rd Ave Woodside | Order online [www.delivery.com/cities/queens/categories/restaurant/cafe-52][1]

  [1]: http://www.delivery.com/cities/queens/categories/restaurant/cafe-52
","cafe,meal_delivery,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Ten Full",1719,"2020-05-07T04:00:00.000Z","(718) 361-8838","http://tenfullsunnyside.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7401849,-73.925119,"3949 48th Ave, Sunnyside","Open
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Cardamom",1720,"2020-05-07T04:00:00.000Z","(718) 706-9718","http://www.cardamomny.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7438551,-73.9212243,"43-45 43rd St, Queens","Open for pick up Thurs-Sun from 4-9:30pm
","meal_delivery,meal_takeaway,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"El Don Taqueria & Grocery",1721,"2020-05-08T04:00:00.000Z","(917) 745-0288","http://eldontaqueria.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.7445731,-73.9107659,"53-24 Roosevelt Ave, Woodside","Call 917-745-0288 | 53-24 Roosevelt Ave Woodside | [www.eldontaqueria.com][1]

  [1]: http://www.eldontaqueria.com
","meal_delivery,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Blue Cups",1724,"2020-05-08T04:00:00.000Z","(917) 832-6940","http://facebook.com/bluecups61","Woodside","Restaurants, Bars, Cafes & Bakeries",40.7475403,-73.9026707,"38-4 61st St, Woodside","Mon-Fri 9am-2pm | 917-832-6940 | 38-4 61st St Woodside
","cafe,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Zona Rosa Cocina Mexicana",1725,"2020-05-08T04:00:00.000Z","(718) 269-7340",,"Woodside","Restaurants, Bars, Cafes & Bakeries",40.7473472,-73.9027911,"60-21 39th Ave, Woodside","60-21 39th Ave Woodside
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Matsuri Japanese Cuisine",1726,"2020-05-08T04:00:00.000Z","(718) 424-1688","http://www.matsuriny.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.7458357,-73.9035436,"39-56 61st St, Woodside","12pm-8:30pm | 718-424-1688 | 39-56 61st St Woodside | Menu [www.matsuriny.com/online.html][1] Opening notice & details [www.matsuriny.com/index.html][2]

  [1]: http://www.matsuriny.com/online.html
  [2]: http://www.matsuriny.com/index.html
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sal, Kris & Charlie's Deli",1727,"2020-05-09T04:00:00.000Z","(718) 278-9240","https://www.facebook.com/salkrisandcharlies/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.773196,-73.9115649,"33-12 23rd Ave, Astoria","Open
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Red Ribbon Bakeshop",1729,"2020-05-10T04:00:00.000Z","(718) 335-1150","https://redribbonbakeshop.us/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.7459444,-73.8989167,"65-02 Roosevelt Ave, Woodside","Open 11-8pm daily for pick up
","bakery,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Renee's",1730,"2020-05-10T04:00:00.000Z","(718) 476-9002",,"Woodside","Restaurants, Bars, Cafes & Bakeries",40.7462644,-73.8956964,"69-14 Roosevelt Ave, Woodside","[Closed at this time]
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Ihawan",1731,"2020-05-10T04:00:00.000Z","(718) 205-1480",,"Woodside","Restaurants, Bars, Cafes & Bakeries",40.746167,-73.89549,"40-06 70th St, Woodside","[Closed at this time]
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Woodside Pizza & Restaurant",1734,"2020-05-12T04:00:00.000Z","(718) 533-8888","http://woodsidenypizza.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.7419786,-73.9046622,"4406 60th St, Woodside","Call 718-533-8888 | 44 -06 60 St Woodside
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"KFC",1735,"2020-05-12T04:00:00.000Z","(718) 205-5231","https://locations.kfc.com/ny/woodside/5717-queens-blvd","Woodside","Restaurants, Bars, Cafes & Bakeries",40.7422938,-73.9078032,"5717 Queens Blvd, Queens","10:30am-1:00am, <https://order.kfc.com/?fulfillment=pickup>
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"El Buen Sabor Bakery",1736,"2020-05-12T04:00:00.000Z","(718) 361-8714","http://www.1buensabor.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7435138,-73.9191764,"4507 Queens Blvd, Sunnyside","[Closed at this time]
","bakery,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Spicy Pizza",1739,"2020-05-17T04:00:00.000Z","(718) 706-6655","https://www.spicypizzamenu.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744886,-73.920441,"43-22 43rd Ave, Sunnyside","11am-8pm 718-706-6655 | 43-22 43rd Ave Sunnyside Order online [www.spicypizzamenu.com][1]

  [1]: http://www.spicypizzamenu.com
","meal_delivery,meal_takeaway,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Coffee Tossy",1745,"2020-05-18T04:00:00.000Z","(929) 522-0944",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7405052,-73.9225736,"42-14 Greenpoint Ave, Sunnyside","(929) 522-0944
","cafe,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"China Garden",1746,"2020-05-18T04:00:00.000Z","(718) 361-2129",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7417698,-73.925752,"3920 47th Ave, Sunnyside","11am-9pm | 718-361-2129 | 3920 47th Ave Sunnyside
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Skillman Fresh Bakery",1747,"2020-05-18T04:00:00.000Z","(718) 424-8579",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74623,-73.91358,"50-17 Skillman Ave, Woodside","347-649-1515 | 50-17 Skillman Avenue
","bakery,cafe,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Golden Wok's",1752,"2020-05-21T04:00:00.000Z","(718) 392-2333","https://goldenwoks.bobog.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7450716,-73.9215596,"42-18 43rd Ave, Queens","718-392-2333 Open Mon-Sat 11am-8pm, Sun 12pm-8pm for pick up only. goldenwoks.bobog.com
","meal_delivery,meal_takeaway,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Carvel Woodside",1771,"2020-05-24T04:00:00.000Z","(718) 205-5978","https://www.carvel.com/ny/woodside/2927-ice-cream?utm_source=google&utm_medium=organic&utm_campaign=localmaps","Woodside","Restaurants, Bars, Cafes & Bakeries",40.745262,-73.9058326,"58-26 Roosevelt Ave, Woodside","1:30-8pm daily | 58-26 Roosevelt Ave Woodside | [www.facebook.com/CarvelWoodside][1]

  [1]: http://www.facebook.com/CarvelWoodside
","bakery,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Breakfast Surprise 100",1773,"2020-05-28T04:00:00.000Z","(914) 208-9298","http://breakfastsurprise100.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.7553463,-73.9275586,"34-01 36th Ave, Queens","914-208-9298 | 34-01 36th Ave Astoria [www.breakfastsurprise100.com/contact.html][1]

  [1]: http://www.breakfastsurprise100.com/contact.html
","cafe,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Château le Woof",1774,"2020-05-28T04:00:00.000Z","(718) 626-9663","http://www.chateaulewoof.com/","Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.7689911,-73.9356356,"31-01 Vernon Blvd, Astoria","718-626-9663 | 31-01 Vernon Blvd, Astoria [www.chateaulewoof.com][1]

  [1]: http://www.chateaulewoof.com
","pet_store,cafe,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Adolfo's Liquor",1778,,"(718) 507-8159",,"Hunters Point-Sunnyside-West Maspeth","Wine & Liquor",40.744613,-73.911663,"5209 Roosevelt Ave, Woodside","Open daily, call for hours 718-507-8159
","liquor_store","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"5 Star Wine & Liquor",1780,"2020-05-04T04:00:00.000Z","(718) 779-1800",,"Woodside","Wine & Liquor",40.745131,-73.905159,"5912 Woodside Ave, Flushing","Mon-Thu 10am-10pm; Fri 10am-11pm; Sun 12-9pm
","liquor_store","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Grand Wine & Liquor Store",1782,,"(718) 728-2520","http://www.grandliquors.com/","Astoria","Wine & Liquor",40.766425,-73.921392,"30-05 31st St, Astoria","Call for hours
","liquor_store,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Choice Discount Liquor & Wine",1785,"2020-04-12T04:00:00.000Z","(718) 729-6331",,"Hunters Point-Sunnyside-West Maspeth","Wine & Liquor",40.743501,-73.916894,"43- 42- 48TH STREET, DISCOUNT, Sunnyside","Mon-Sat 2pm-12am, Sun 2pm-9pm
","liquor_store","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
